Q33,Q33A1,Q33A2,Q33A3,Q32,Q50,Q58A1,Q58A2,D_SIZE,D_IND,D_INDSIZE,WT,year
2, , , ,2,3,3,4,2,2,22,108.4094954,2019
2, , , ,2,3,3,4,2,2,22,123.3312574,2019
2, , , ,2,2,4,3,1,2,21,224.0993557,2019
2, , , ,2,2,3,2,1,2,21,215.2651709,2019
2, , , ,2,2,4,3,2,2,22,111.1056762,2019
2, , , ,2,2,3,2,1,2,21,193.9263646,2019
2, , , ,2,2,2,2,1,2,21,215.2651709,2019
2, , , ,2,2,4,4,1,2,21,224.0993557,2019
2, , , ,2,2,4,4,1,2,21,215.2651709,2019
2, , , ,2,2,4,4,3,2,23,81.50722719,2019
2, , , ,2,3,3,4,2,2,22,111.1056762,2019
1,1,0,0,2,2,3,3,3,2,23,90.47592487,2019
1,0,0,1,2,2,4,4,3,2,23,81.50722719,2019
1,0,0,1,2,2,4,5,3,2,23,81.50722719,2019
1,0,1,0,2,2,4,4,3,2,23,90.47592487,2019
2, , , ,2,2,3,4,3,2,23,90.47592487,2019
2, , , ,2,2,4,4,3,2,23,90.47592487,2019
1,0,0,1,2,2,4,5,3,2,23,81.50722719,2019
2, , , ,2,2,4,4,3,2,23,81.50722719,2019
1,0,1,0,2,2,4,3,3,2,23,51.26589327,2019
1,1,0,0,2,2,4,5,3,2,23,90.47592487,2019
1,0,1,0,2,2,4,4,3,2,23,81.50722719,2019
1,1,0,0,2,2,3,3,3,2,23,81.50722719,2019
2, , , ,2,2,3,5,3,2,23,81.50722719,2019
1,0,1,1,2,2,5,4,3,2,23,81.50722719,2019
1,0,1,0,2,2,4,4,3,2,23,81.50722719,2019
2, , , ,2,2,4,2,3,2,23,90.47592487,2019
2, , , ,2,2,3,2,3,2,23,81.50722719,2019
2, , , ,2,2,4,4,3,2,23,81.50722719,2019
1,0,0,1,2,2,4,4,3,2,23,51.26589327,2019
2, , , ,2,3,4,3,2,2,22,123.3312574,2019
2, , , ,2,3,5,4,2,2,22,111.1056762,2019
2, , , ,2,2,4,3,1,11,111,231.9738415,2019
2, , , ,2,3,4,5,3,2,23,84.852171,2019
2, , , ,2,2,3,2,1,11,111,231.9738415,2019
2, , , ,2,2,3,4,1,11,111,228.3710766,2019
2, , , ,2,2,3,2,1,9,91,860.5130023,2019
2, , , ,2,2,4,3,2,2,22,97.66307867,2019
2, , , ,2,2,4,4,2,2,22,108.4094954,2019
2, , , ,2,2,3,3,2,2,22,97.66307867,2019
2, , , ,2,2,4,4,2,2,22,108.4094954,2019
1,0,1,0,2,2,4,5,3,2,23,74.58596656,2019
2, , , ,2,2,5,3,2,11,112,58.98279509,2019
2, , , ,2,2,3,2,2,9,92,107.7951097,2019
2, , , ,2,2,3,3,2,9,92,65.00246511,2019
2, , , ,2,2,3,2,3,9,93,52.6588633,2019
2, , , ,2,2,3,2,3,9,93,34.83487134,2019
2, , , ,2,2,5,4,1,2,21,196.9857324,2019
2, , , ,2,3,3,2,2,2,22,108.4094954,2019
2, , , ,2,3,4,3,3,2,23,74.58596656,2019
2, , , ,2,2,4,3,3,2,23,82.79307908,2019
2, , , ,2,2,5,4,1,2,21,196.9857324,2019
2, , , ,2,3,5,4,1,9,91,787.4417549,2019
2, , , ,2,3,3,4,1,5,51,1915.148559,2019
2, , , ,2,3,5,5,1,2,21,196.9857324,2019
2, , , ,2,3,3,4,1,2,21,196.9857324,2019
2, , , ,2,3,5,4,3,2,23,94.18893162,2019
2, , , ,2,2,4,5,3,3,33,176.6714956,2019
2, , , ,2,3,5,4,3,2,23,94.18893162,2019
2, , , ,2,2,3,3,3,2,23,84.852171,2019
2, , , ,2,2,3,3,4,2,24,28.1318123,2019
2, , , ,2,2,3,4,3,2,23,84.852171,2019
2, , , ,2,3,4,2,1,2,21,224.0993557,2019
2, , , ,2,2,4,4,2,2,22,111.1056762,2019
2, , , ,2,3,2,2,3,2,23,84.852171,2019
2, , , ,2,2,4,4,1,2,21,224.0993557,2019
1,0,1,0,2,2,5,4,5,2,25,4.372125446,2019
2, , , ,2,3,3,3,3,2,23,74.58596656,2019
2, , , ,2,3,3,2,3,2,23,82.79307908,2019
2, , , ,2,2,3,3,4,2,24,24.72816413,2019
2, , , ,2,2,4,4,2,2,22,111.1056762,2019
2, , , ,2,3,4,3,3,2,23,94.18893162,2019
2, , , ,2,3,4,5,3,13,133,180.7463393,2019
2, , , ,2,2,3,2,2,2,22,123.3312574,2019
2, , , ,2,3,5,4,4,2,24,28.1318123,2019
2, , , ,2,2,4,4,3,2,23,84.852171,2019
2, , , ,2,2,4,4,3,2,23,84.852171,2019
2, , , ,2,3,4,3,3,5,53,54.43551555,2019
2, , , ,2,2,3,3,1,2,21,224.0993557,2019
2, , , ,2,3,3,3,1,9,91,739.6083846,2019
1,0,1,0,2,2,5,4,3,2,23,90.47592487,2019
2, , , ,2,2,3,3,2,2,22,118.4694357,2019
1,0,1,1,2,2,3,3,2,2,22,118.4694357,2019
2, , , ,2,3,3,3,2,2,22,106.7257972,2019
2, , , ,2,2,4,3,2,2,22,118.4694357,2019
1,0,0,1,2,2,4,4,2,2,22,106.7257972,2019
2, , , ,2,2,4,3,2,2,22,118.4694357,2019
2, , , ,2,3,3,4,2,2,22,106.7257972,2019
2, , , ,2,2,4,4,2,2,22,106.7257972,2019
2, , , ,2,3,3,3,2,2,22,118.4694357,2019
2, , , ,2,2,4,4,2,2,22,118.4694357,2019
2, , , ,2,2,4,4,2,2,22,118.4694357,2019
1,0,0,1,2,2,3,2,2,2,22,118.4694357,2019
2, , , ,2,3,2,3,2,2,22,118.4694357,2019
2, , , ,2,3,3,4,2,2,22,118.4694357,2019
2, , , ,2,2,3,3,2,2,22,118.4694357,2019
2, , , ,2,3,3,4,2,2,22,106.7257972,2019
2, , , ,2,2,4,3,2,2,22,106.7257972,2019
2, , , ,2,2,2,3,2,2,22,106.7257972,2019
2, , , ,2,2,4,3,2,2,22,118.4694357,2019
2, , , ,2,3,3,3,2,2,22,106.7257972,2019
2, , , ,2,1,5,5,2,2,22,118.4694357,2019
2, , , ,2,3,4,4,2,2,22,118.4694357,2019
1,0,1,0,2,2,2,4,2,2,22,106.7257972,2019
2, , , ,2,3,2,2,2,2,22,118.4694357,2019
2, , , ,2,2,3,3,2,2,22,118.4694357,2019
1,1,0,0,2,2,3,4,2,2,22,118.4694357,2019
1,0,1,0,2,2,4,3,2,2,22,118.4694357,2019
1,1,0,0,2,2,5,5,2,2,22,106.7257972,2019
1,0,0,1,2,3,3,3,2,2,22,118.4694357,2019
1,0,1,1,2,2,5,5,3,4,43,139.431319,2019
1,0,1,1,2,3,5,4,3,4,43,154.7737296,2019
1,0,1,0,2,2,5,4,3,4,43,154.7737296,2019
1,0,0,1,2,3,5,4,3,4,43,139.431319,2019
1,0,0,1,2,3,4,4,3,4,43,139.431319,2019
1,0,0,1,2,3,4,3,3,4,43,154.7737296,2019
2, , , ,2,3,4,4,3,4,43,139.431319,2019
1,0,0,1,2,3,4,4,3,4,43,139.431319,2019
2, , , ,2,3,4,4,3,4,43,139.431319,2019
2, , , ,2,3,4,3,3,4,43,139.431319,2019
2, , , ,2,3,5,3,3,4,43,169.4621562,2019
1,0,0,1,2,3,5,5,3,4,43,139.431319,2019
1,0,0,1,2,3,5,5,3,4,43,169.4621562,2019
2, , , ,2,3,4,4,3,4,43,152.6637112,2019
2, , , ,2,3,4,4,3,4,43,152.6637112,2019
2, , , ,2,2,5,4,3,4,43,139.431319,2019
2, , , ,2,3,4,4,3,4,43,139.431319,2019
2, , , ,2,3,5,4,3,4,43,154.7737296,2019
2, , , ,2,3,5,5,3,4,43,139.431319,2019
2, , , ,2,3,4,4,3,4,43,139.431319,2019
2, , , ,2,3,4,4,2,11,112,48.62386086,2019
1,0,0,1,2,3,4,4,1,11,111,253.5000279,2019
2, , , ,2,3,5,5,1,11,111,253.9887581,2019
2, , , ,2,3,4,4,1,9,91,862.1720106,2019
2, , , ,2,3,2,2,4,3,34,17.02093302,2019
2, , , ,2,3,3,3,1,8,81,92.68226019,2019
2, , , ,2,3,3,3,2,11,112,48.62386086,2019
2, , , ,2,3,4,3,2,11,112,48.62386086,2019
2, , , ,2,3,4,2,1,2,21,224.0993557,2019
2, , , ,2,2,3,3,1,11,111,208.9787381,2019
2, , , , ,3,2,2,1,2,21,196.9857324,2019
2, , , ,2,2,4,4,2,5,52,61.51513358,2019
2, , , ,2,2,3,3,2,9,92,98.45178148,2019
2, , , ,2,3,3,2,4,9,94,2.318944108,2019
2, , , ,2,3,3,3,2,5,52,61.51513358,2019
2, , , ,2,3,2,4,1,3,31,518.9259726,2019
2, , , ,2,3,2,2,1,3,31,518.9259726,2019
2, , , ,2,3,2,2,4,9,94,2.530312373,2019
2, , , ,2,3,4,3,4,5,54,15.9568832,2019
2, , , ,2,3,3,2,3,9,93,57.54538196,2019
2, , , ,2,3,3,3,3,9,93,52.6588633,2019
2, , , ,2,3,3,2,2,9,92,103.3900537,2019
2, , , ,2,3,3,2,2,9,92,107.5876883,2019
2, , , ,2,3,3,2,2,2,22,97.66307867,2019
2, , , ,2,3,3,4,1,2,21,215.2651709,2019
2, , , , ,3,2,2,1,2,21,215.2651709,2019
2, , , ,2,2,4,4,1,2,21,215.2651709,2019
2, , , ,2,2,4,4,1,2,21,215.2651709,2019
2, , , ,2,2,3,4,1,2,21,215.2651709,2019
2, , , ,2,3,3,4,1,2,21,215.2651709,2019
2, , , , ,3,3,2,1,2,21,215.2651709,2019
2, , , ,2,2,5,4,1,2,21,215.2651709,2019
2, , , , ,3,3,3,1,2,21,215.2651709,2019
2, , , ,2,1,4,4,1,2,21,215.2651709,2019
2, , , , ,3,1,1,1,2,21,215.2651709,2019
2, , , ,2,2,4,4,2,6,62,464.952936,2019
2, , , ,2,2,4,5,2,6,62,464.952936,2019
2, , , , ,3,3,3,1,6,61,2119.799706,2019
2, , , ,2,3,3,3,1,6,61,2119.799706,2019
2, , , ,2,3,4,4,1,2,21,215.2651709,2019
2, , , ,2,2,5,5,5,7,75,2.729005894,2019
2, , , ,2,3,3,2,1,2,21,177.4589302,2019
2, , , ,2,2,3,4,3,6,63,84.71860755,2019
2, , , , ,3,3,3,1,2,21,215.2651709,2019
2, , , ,2,3,3,3,1,2,21,196.9857324,2019
2, , , ,2,3,4,4,1,2,21,215.2651709,2019
2, , , ,2,2,4,4,2,6,62,464.952936,2019
2, , , ,2,3,2,3,1,2,21,215.2651709,2019
2, , , ,2,2,4,4,4,6,64,4.12793257,2019
2, , , , ,3,1,1,1,2,21,215.2651709,2019
2, , , ,2,3,4,2,1,2,21,193.9263646,2019
2, , , ,2,2,5,5,4,6,64,4.12793257,2019
2, , , ,2,2,5,2,3,2,23,90.47592487,2019
2, , , ,2,2,5,4,2,7,72,51.37149822,2019
1,0,1,0,2,1,2,4,3,2,23,90.47592487,2019
1,1,0,0,2,1,3,3,3,2,23,81.50722719,2019
2, , , ,2,2,4,5,4,6,64,4.12793257,2019
1,1,0,0,2,3,3,4,3,2,23,81.50722719,2019
2, , , ,2,2,3,3,2,6,62,464.952936,2019
2, , , , ,3,1,1,1,6,61,2316.508108,2019
1,0,1,0,2,2,4,2,3,2,23,81.50722719,2019
2, , , ,2,3,3,3,1,6,61,2316.508108,2019
2, , , , ,3,3,3,1,6,61,2316.508108,2019
2, , , , ,3,1,1,1,6,61,2316.508108,2019
2, , , , ,3,1,1,1,6,61,2316.508108,2019
2, , , ,2,2,3,2,1,6,61,2316.508108,2019
2, , , ,2,2,3,3,1,6,61,2316.508108,2019
2, , , , ,3,1,1,1,6,61,2316.508108,2019
2, , , , ,2,3,3,1,6,61,2316.508108,2019
2, , , ,2,2,4,3,3,2,23,76.53267865,2019
2, , , , ,3,3,3,1,6,61,2316.508108,2019
2, , , ,2,2,3,4,3,2,23,76.53267865,2019
2, , , , ,3,3,3,1,6,61,2316.508108,2019
2, , , ,2,3,4,3,2,6,62,457.7317936,2019
2, , , ,2,2,4,4,3,2,23,76.53267865,2019
2, , , , ,3,1,1,1,6,61,2316.508108,2019
2, , , ,2,2,3,2,1,6,61,2316.508108,2019
2, , , ,2,2,4,5,3,2,23,76.53267865,2019
2, , , ,2,2,3,3,3,6,63,92.58013419,2019
2, , , ,2,2,5,5,3,2,23,76.53267865,2019
2, , , ,2,3,4,3,1,6,61,2316.508108,2019
2, , , , ,2,3,3,2,6,62,508.0985919,2019
2, , , ,2,2,4,3,3,2,23,76.53267865,2019
2, , , , ,3,1,1,1,6,61,2316.508108,2019
2, , , ,2,2,4,4,4,6,64,4.12793257,2019
2, , , , ,3,1,1,1,6,61,2119.799706,2019
2, , , ,2,2,5,5,1,7,71,192.7770391,2019
2, , , ,2,3,5,5,3,2,23,76.53267865,2019
2, , , ,2,2,3,3,1,6,61,2119.799706,2019
2, , , ,2,3,4,5,3,11,113,44.11615665,2019
2, , , ,2,2,4,3,1,6,61,2119.799706,2019
2, , , ,2,2,4,3,1,6,61,2119.799706,2019
2, , , , ,3,5,4,2,6,62,429.7955098,2019
2, , , ,2,2,3,3,3,6,63,76.32062123,2019
2, , , ,2,3,4,4,4,4,44,14.30221536,2019
2, , , ,2,2,3,3,3,6,63,84.71860755,2019
2, , , ,2,2,4,5,2,6,62,464.952936,2019
2, , , ,2,2,4,4,4,6,64,4.12793257,2019
2, , , ,2,3,4,5,3,6,63,92.58013419,2019
2, , , ,2,3,4,5,3,5,53,49.09828198,2019
2, , , , ,3,3,3,2,6,62,464.952936,2019
2, , , ,2,3,4,5,3,5,53,49.09828198,2019
2, , , ,2,2,3,3,4,6,64,4.12793257,2019
2, , , ,2,2,3,4,2,6,62,464.952936,2019
2, , , ,2,3,4,4,3,11,113,44.11615665,2019
2, , , ,2,2,3,3,4,6,64,4.510987164,2019
2, , , ,2,2,4,3,4,6,64,4.510987164,2019
2, , , ,2,2,4,4,4,6,64,4.12793257,2019
2, , , ,2,2,4,5,4,6,64,4.12793257,2019
2, , , ,2,3,4,3,4,6,64,4.12793257,2019
2, , , ,2,2,5,5,3,6,63,84.71860755,2019
2, , , , ,3,3,3,1,6,61,2119.799706,2019
2, , , , ,2,3,3,1,6,61,2119.799706,2019
2, , , ,2,2,3,3,1,6,61,2316.508108,2019
2, , , ,2,2,4,4,3,6,63,83.56364525,2019
2, , , ,2,2,4,4,3,6,63,76.32062123,2019
2, , , , ,3,3,3,1,6,61,2316.508108,2019
2, , , ,2,2,4,4,3,6,63,83.40285044,2019
2, , , , ,3,3,3,1,2,21,196.9857324,2019
2, , , , ,3,3,3,1,6,61,2316.508108,2019
2, , , , ,3,4,3,1,2,21,196.9857324,2019
2, , , ,2,2,5,5,2,7,72,35.36297368,2019
2, , , , ,3,3,3,1,2,21,196.9857324,2019
2, , , , ,3,3,3,1,2,21,196.9857324,2019
2, , , , ,3,3,3,1,2,21,196.9857324,2019
2, , , ,3,3,5,5,1,8,81,92.68226019,2019
1,1,0,1,3,2,5,5,2,8,82,48.82521133,2019
2, , , ,2,3,5,5,2,8,82,77.62680681,2019
1,0,0,1,2,3,5,5,2,8,82,48.82521133,2019
2, , , ,2,2,4,4,4,6,64,4.510987164,2019
2, , , ,2,2,3,3,1,8,81,91.24282031,2019
2, , , ,2,2,4,4,4,6,64,4.510987164,2019
2, , , ,2,3,4,4,1,8,81,57.38932422,2019
2, , , ,2,2,4,3,1,7,71,210.6659288,2019
1,0,0,1,2,2,4,4,2,8,82,53.35598339,2019
1,1,1,1,2,2,4,4,5,13,135,1.278998052,2019
2, , , ,2,3,3,3,3,4,43,152.3699527,2019
1,1,1,0,3,1,4,5,4,7,74,14.56749002,2019
2, , , ,2,3,4,3,3,4,43,169.1360738,2019
1,0,1,0,2,3,4,4,3,4,43,152.3699527,2019
2, , , ,2,3,4,4,3,4,43,152.3699527,2019
2, , , ,2,3,4,4,1,8,81,101.2827799,2019
2, , , ,2,2,5,4,1,8,81,101.478046,2019
2, , , ,2,3,4,3,1,11,111,208.9787381,2019
2, , , ,2,3,3,3,1,11,111,231.9738415,2019
2, , , ,2,3,3,3,2,11,112,53.13594845,2019
2, , , ,2,3,3,3,3,11,113,42.9940026,2019
2, , , ,2,3,4,4,2,11,112,48.62386086,2019
2, , , ,2,3,4,3,3,9,93,55.19378518,2019
2, , , ,2,3,4,3,1,8,81,52.51605734,2019
2, , , ,2,3,4,3,2,8,82,84.83024449,2019
2, , , , ,3,3,3,1,2,21,196.9857324,2019
1,0,0,1,2,3,4,3,2,8,82,84.83024449,2019
1,0,1,1,2,3,4,4,2,8,82,48.82521133,2019
2, , , ,2,1,5,5,3,8,83,118.9171026,2019
2, , , ,2,3,4,3,3,8,83,118.9171026,2019
2, , , ,2,3,4,4,2,8,82,84.83024449,2019
1,1,0,0,2,2,4,3,5,2,25,4.372125446,2019
2, , , ,2,2,4,4,4,3,34,19.36373806,2019
2, , , ,2,2,4,4,3,5,53,54.43551555,2019
2, , , ,2,3,5,5,2,5,52,61.51513358,2019
2, , , ,2,2,3,2,4,5,54,15.9568832,2019
2, , , ,2,2,4,4,5,5,55,2.333603807,2019
2, , , ,2,3,3,2,1,2,21,224.0993557,2019
2, , , ,2,3,4,3,3,2,23,94.18893162,2019
2, , , ,2,2,3,3,4,2,24,28.1318123,2019
2, , , ,2,3,2,2,2,2,22,107.8973193,2019
2, , , ,3,3,2,2,3,12,123,49.55651552,2019
2, , , ,2,3,3,2,2,2,22,97.20167364,2019
2, , , ,2,3,1,3,3,9,93,32.67499724,2019
2, , , ,2,3,3,1,1,2,21,196.9857324,2019
1,1,0,1,2,2,4,4,5,8,85,2.101415562,2019
2, , , ,2,3,3,3,3,12,123,92.15198486,2019
1,0,1,1,2,2,4,3,3,10,103,46.46815968,2019
2, , , ,2,3,3,3,2,12,122,126.2700637,2019
1,1,0,0,2,3,4,3,3,11,113,44.22214924,2019
2, , , ,2,3,4,3,2,13,132,394.4399907,2019
1,1,0,1,2,1,4,4,5,13,135,1.203823602,2019
2, , , ,2,3,3,3,2,12,122,152.6248945,2019
2, , , ,2,2,2,3,1,4,41,3422.439635,2019
2, , , ,2,3,3,3,3,12,123,92.15198486,2019
2, , , ,2,3,5,2,1,9,91,809.9354492,2019
2, , , ,2,3,4,3,3,9,93,54.16309185,2019
2, , , ,2,2,4,3,2,9,92,101.2641092,2019
2, , , ,2,3,3,2,2,2,22,107.8973193,2019
1,0,1,1,2,2,4,4,4,5,54,14.42693906,2019
2, , , ,2,2,3,4,4,10,104,8.838503601,2019
1,0,1,0,2,3,4,4,5,11,115,1.314865957,2019
1,1,0,1,2,2,4,3,4,9,94,3.786471566,2019
2, , , ,2,2,4,4,3,3,33,159.7322528,2019
2, , , ,2,3,4,4,2,9,92,101.2641092,2019
2, , , ,2,3,4,4,3,13,133,288.4032458,2019
2, , , ,2,3,4,4,1,2,21,182.5281394,2019
2, , , ,2,3,3,3,2,12,122,130.4935467,2019
2, , , ,2,3,2,2,3,2,23,82.40192673,2019
2, , , ,2,3,3,3,2,2,22,111.5062705,2019
2, , , ,2,3,5,5,4,5,54,14.42693906,2019
2, , , ,2,2,4,4,2,11,112,50.01282742,2019
2, , , ,2,3,4,4,3,2,23,74.23358835,2019
1,0,1,0,2,3,3,3,2,4,42,461.4971149,2019
2, , , ,2,3,3,3,3,2,23,74.23358835,2019
2, , , ,2,3,4,4,3,4,43,143.4142491,2019
1,0,0,1,4,2,5,4,4,4,44,12.4974078,2019
1,1,0,1,2,2,3,3,5,11,115,1.314865957,2019
1,1,0,1,2,2,4,4,5,4,45,5.700002703,2019
2, , , ,2,3,4,4,5,3,35,1.253854334,2019
2, , , ,2,3,4,4,2,4,42,446.560551,2019
2, , , ,2,3,4,3,1,2,21,202.612735,2019
2, , , ,2,2,4,4,1,8,81,84.49914682,2019
2, , , ,2,3,4,3,2,2,22,111.5062705,2019
2, , , ,2,3,5,3,3,13,133,337.3156457,2019
2, , , ,2,3,4,3,2,12,122,130.4935467,2019
2, , , ,2,3,4,3,3,2,23,85.15810761,2019
1,0,0,1,2,3,4,4,3,12,123,102.291985,2019
1,0,1,0,2,3,4,3,3,2,23,85.15810761,2019
2, , , ,2,3,4,3,2,13,132,370.4796228,2019
2, , , ,2,2,4,4,3,4,43,143.4142491,2019
1,0,0,1,2,3,4,3,3,12,123,92.15198486,2019
2, , , ,2,2,4,4,3,13,133,288.4032458,2019
2, , , ,2,3,3,3,2,12,122,152.6248945,2019
2, , , ,2,2,4,3,1,8,81,53.1477317,2019
2, , , ,2,2,4,3,2,2,22,111.5062705,2019
2, , , ,2,2,4,4,2,12,122,130.4935467,2019
2, , , , ,3,3,3,1,2,21,202.612735,2019
2, , , ,2,3,4,3,2,11,112,48.39413951,2019
1,1,0,0,2,3,4,5,5,7,75,4.456038067,2019
2, , , ,2,3,4,4,5,11,115,1.314865957,2019
2, , , ,2,3,4,4,4,7,74,16.03666444,2019
2, , , ,2,3,3,3,3,10,103,73.87934953,2019
2, , , ,2,2,4,3,1,8,81,84.49914682,2019
2, , , ,2,3,4,3,2,10,102,130.4223304,2019
1,0,1,0,2,1,4,4,4,11,114,12.72838444,2019
2, , , ,2,3,4,4,4,3,34,17.50714507,2019
2, , , ,2,3,4,4,2,9,92,107.8132557,2019
1,0,1,0,2,3,3,3,3,11,113,26.91433294,2019
2, , , ,2,3,4,4,2,3,32,171.097941,2019
2, , , ,2,2,2,2,2,13,132,394.4399907,2019
2, , , ,2,3,5,3,4,8,84,12.25910528,2019
2, , , ,2,2,4,4,1,2,21,224.0993557,2019
1,1,0,1,2,2,5,4,4,8,84,12.25910528,2019
1,0,0,1,2,3,4,4,4,11,114,12.72838444,2019
2, , , ,2,2,4,3,1,8,81,53.1477317,2019
2, , , ,2,3,5,5,4,13,134,82.42529666,2019
2, , , ,2,3,3,3,1,11,111,230.8778911,2019
2, , , ,2,3,4,4,2,9,92,97.12594302,2019
2, , , ,2,2,3,5,2,2,22,123.3312574,2019
2, , , ,2,3,3,2,4,11,114,13.15412364,2019
2, , , ,2,3,3,3,1,2,21,196.0550817,2019
2, , , ,2,3,4,2,3,10,103,73.87934953,2019
2, , , ,2,3,4,4,5,9,95,1.872198432,2019
1,0,0,1,2,3,3,2,1,2,21,196.0550817,2019
2, , , ,2,2,4,4,4,2,24,28.1318123,2019
2, , , ,2,3,4,4,2,8,82,52.81497799,2019
2, , , ,2,3,3,3,2,4,42,512.2782327,2019
1,0,0,1,2,3,3,3,2,2,22,107.8973193,2019
1,1,0,1,2,3,3,3,5,13,135,5.190036679,2019
2, , , ,2,3,4,4,3,2,23,94.18893162,2019
1,0,1,0,2,1,5,4,4,7,74,13.71127054,2019
2, , , ,2,3,1,1,2,2,22,107.8973193,2019
1,0,0,1,2,2,5,5,3,10,103,73.87934953,2019
2, , , ,3,2,3,3,3,2,23,84.852171,2019
2, , , ,2,3,5,5,2,2,22,97.20167364,2019
1,0,0,1,2,3,4,3,2,7,72,58.65311901,2019
2, , , ,2,2,4,3,1,2,21,213.08248,2019
2, , , ,3,2,4,3,1,8,81,83.10038504,2019
2, , , ,2,3,4,3,5,11,115,1.314865957,2019
2, , , ,2,2,4,3,3,2,23,76.71655453,2019
2, , , , ,3,1,1,2,2,22,111.5062705,2019
2, , , , ,3,2,2,1,2,21,202.612735,2019
2, , , ,2,3,3,3,1,2,21,202.612735,2019
2, , , ,2,3,4,4,1,2,21,213.08248,2019
1,1,0,0,2,2,4,4,3,3,33,159.7322528,2019
1,1,0,0,2,2,5,4,3,7,73,47.79998351,2019
2, , , ,2,2,5,4,3,10,103,46.46815968,2019
2, , , ,2,2,5,5,4,7,74,9.176398776,2019
1,0,1,0,2,2,5,5,3,7,73,47.79998351,2019
1,1,0,0,2,3,4,3,4,11,114,13.15412364,2019
2, , , ,2,2,4,3,1,2,21,213.08248,2019
1,0,1,0,2,1,4,1,4,5,54,14.42693906,2019
2, , , ,2,3,3,3,3,13,133,288.4032458,2019
1,0,1,1,2,2,1,1,4,9,94,3.786471566,2019
2, , , ,2,2,3,4,4,10,104,9.120365427,2019
2, , , ,2,3,4,3,5,3,35,1.253854334,2019
2, , , , ,3,3,4,1,2,21,213.08248,2019
2, , , ,2,3,4,4,4,11,114,13.15412364,2019
2, , , ,2,2,3,1,3,3,33,159.7322528,2019
1,1,0,1,4,2,3,3,5,13,135,1.202008987,2019
2, , , , ,3,3,3,1,2,21,213.08248,2019
2, , , ,2,3,3,3,3,11,113,44.22214924,2019
2, , , ,2,3,4,4,5,3,35,3.311875178,2019
2, , , , ,3,1,1,1,2,21,202.612735,2019
2, , , , ,3,4,3,1,2,21,213.08248,2019
2, , , ,2,3,2,2,1,2,21,202.612735,2019
2, , , ,2,3,3,3,2,11,112,50.01282742,2019
2, , , ,2,3,4,4,1,5,51,2000.932097,2019
1,1,0,0,2,2,4,4,5,3,35,3.311875178,2019
2, , , , ,2,3,3,1,2,21,213.08248,2019
2, , , ,2,3,5,4,1,5,51,2000.932097,2019
2, , , ,2,2,3,2,4,7,74,13.71127054,2019
2, , , ,3,3,5,3,1,13,131,1345.051351,2019
2, , , ,4,2,3,3,1,2,21,213.08248,2019
2, , , ,2,3,4,2,2,12,122,130.4935467,2019
2, , , ,2,2,3,3,3,10,103,73.87934953,2019
2, , , ,2,2,4,3,3,9,93,54.16309185,2019
2, , , ,2,3,1,4,3,6,63,87.13863982,2019
2, , , ,2,2,2,4,3,6,63,78.50076054,2019
2, , , ,2,2,4,4,1,2,21,213.08248,2019
2, , , ,2,3,4,4,4,6,64,4.245849168,2019
2, , , ,2,2,5,5,5,7,75,2.98224604,2019
2, , , ,2,3,5,1,5,11,115,4.829986465,2019
2, , , , ,3,1,1,1,12,121,2416.157591,2019
2, , , ,2,3,4,4,2,7,72,58.65311901,2019
2, , , ,2,2,4,4,3,2,23,84.852171,2019
2, , , , ,3,1,1,1,2,21,202.612735,2019
2, , , ,2,3,4,2,5,11,115,4.829986465,2019
2, , , ,2,3,4,4,4,6,64,4.12793257,2019
2, , , ,2,3,5,5,1,2,21,202.612735,2019
2, , , ,2,2,4,5,3,13,133,163.416401,2019
2, , , ,2,2,4,4,4,6,64,4.12793257,2019
2, , , ,2,2,4,4,2,4,42,461.4971149,2019
2, , , ,2,3,3,3,3,11,113,46.10628645,2019
2, , , ,2,2,4,4,4,6,64,4.12793257,2019
2, , , ,2,3,4,3,2,6,62,464.952936,2019
1,1,1,0,2,2,4,4,4,10,104,14.50039489,2019
2, , , ,2,3,5,4,3,2,23,84.852171,2019
2, , , ,2,2,4,4,3,2,23,94.18893162,2019
2, , , ,2,3,4,4,3,2,23,94.18893162,2019
2, , , ,2,2,4,4,4,13,134,55.08097746,2019
2, , , ,2,2,4,3,3,6,63,84.71860755,2019
2, , , ,2,3,4,3,3,6,63,84.71860755,2019
2, , , ,2,2,3,3,2,6,62,464.952936,2019
2, , , ,2,2,4,4,3,2,23,84.852171,2019
2, , , ,2,3,4,4,3,7,73,51.5860995,2019
1,0,1,0,2,2,5,4,5,2,25,4.372125446,2019
2, , , ,2,2,4,4,4,6,64,4.12793257,2019
2, , , , ,3,1,1,1,6,61,2119.799706,2019
2, , , ,2,2,3,3,1,6,61,2119.799706,2019
2, , , ,2,3,3,3,2,6,62,464.952936,2019
2, , , ,2,3,3,2,2,6,62,464.952936,2019
2, , , ,2,2,4,4,3,6,63,76.32062123,2019
2, , , ,2,3,3,3,5,5,55,2.051262725,2019
2, , , ,2,3,3,3,4,5,54,14.02627114,2019
2, , , ,2,3,4,3,4,5,54,14.02627114,2019
2, , , ,2,3,4,3,4,5,54,14.02627114,2019
2, , , ,2,3,3,2,3,5,53,47.84940084,2019
2, , , ,2,3,3,2,1,9,91,787.4417549,2019
2, , , ,2,3,4,3,4,3,34,18.60040325,2019
2, , , ,2,3,3,2,5,2,25,3.843145066,2019
