Q44,Q44A1,Q44A2,Q44A3,Q43,REQ43,Q36,Q45A1,Q45A3,Q45A5,D_SIZE,D_IND,D_INDSIZE,RIM_WT,year
2, , , ,1,1,2,3,3,3,1,6,61,26.9824910890192,2021
2, , , ,1,1,2,5,3,3,1,4,41,33.5550840264281,2021
1,0,1,1,1,1,2,5,4,3,2,3,32,3.23118923369523,2021
1,0,1,0,1,1,2,1,1,1,2,12,122,6.05096353151803,2021
1,0,1,1,1,1,2,3,3,2,1,11,111,29.3556990676791,2021
1,0,0,1,1,1,2,3,3,3,1,1,11,8.04177764920763,2021
2, , , ,1,1,2,3,2,2,1,3,31,9.15691613487101,2021
1,0,1,1,1,1,2,3,3,3,2,12,122,5.6918085650331,2021
1,1,0,1,1,1,2,3,3,2,2,11,112,6.14534723944127,2021
1,0,1,0,1,1,2,4,4,4,1,2,21,82.6217920323678,2021
2, , , ,1,1,2,4,3,4,2,5,52,6.62783950075891,2021
2, , , ,1,1,3,3,3,2,1,3,31,6.81602988419286,2021
2, , , ,1,1,2,4,3,3,1,3,31,6.81602988419286,2021
2, , , ,1,1,2,3,2,2,1,3,31,6.81602988419286,2021
1,0,1,0,1,1,2,4,3,3,2,5,52,6.62783950075891,2021
1,0,1,1,1,1,3,5,5,5,2,14,142,7.85625836330239,2021
1,0,0,1,1,1,2,4,4,4,1,11,111,31.20805319982,2021
2, , , ,1,1,2,4,4,4,1,5,51,35.7997744653139,2021
1,0,0,1,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
1,0,0,1,1,1,2,5,5,3,1,14,141,33.4855810870224,2021
1,0,1,0,1,1,2,4,4,4,1,4,41,33.5550840264281,2021
1,0,1,1,1,1,2,4,4,4,1,13,131,5.36592469864745,2021
1,0,0,1,1,1,2,4,4,2,3,6,63,1.82732072792552,2021
1,1,0,1,1,1,2,4,3,3,3,2,23,1.80979125904423,2021
1,0,1,1,1,1,2,4,4,3,3,10,103,1.58731155625123,2021
1,0,1,0,1,1,2,4,4,4,1,10,101,18.5096017579804,2021
1,1,0,1,1,1,2,4,4,4,3,11,113,1.70025650085348,2021
1,1,0,1,1,1,2,3,3,3,2,8,82,6.51661688545411,2021
1,0,1,0,1,1,2,3,3,3,1,8,81,31.5229560271105,2021
1,1,0,0,1,1,2,3,3,3,3,2,23,1.80979125904423,2021
2, , , ,1,1,2,3,3,3,1,5,51,33.6748786976754,2021
1,0,1,0,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
1,0,1,0,1,1,3,4,3,3,1,3,31,6.81602988419286,2021
1,1,0,0,1,1,1,3,3,3,2,11,112,6.14534723944127,2021
1,0,1,1,1,1,2,3,3,3,1,16,161,35.1680517496274,2021
2, , , ,1,1,2,4,3,2,1,3,31,9.15691613487101,2021
2, , , ,1,1,2,5,4,4,2,4,42,6.65059731886868,2021
1,0,1,0,1,1,2,4,3,3,1,8,81,29.651910836299,2021
1,1,0,1,1,1,2,3,3,2,1,8,81,31.5229560271105,2021
2, , , ,1,1,2,3,3,3,2,12,122,6.05096353151803,2021
1,0,0,1,1,1,2,1,1,1,2,12,122,5.6918085650331,2021
2, , , ,1,1,2,3,3,3,2,12,122,6.05096353151803,2021
1,0,1,0,1,1,2,1,1,1,1,12,121,28.2803644416176,2021
1,0,1,1,1,1,2,1,1,1,2,12,122,6.05096353151803,2021
1,0,1,1,1,1,1,1,1,1,3,12,123,2.36283795669626,2021
1,0,1,1,1,1,2,1,1,1,1,12,121,26.6017832883342,2021
1,0,1,1,1,1,2,1,1,1,1,12,121,28.2803644416176,2021
1,1,0,1,1,1,2,4,4,4,3,12,123,1.1956889620623,2021
1,1,0,0,1,1,2,3,3,4,3,2,23,1.80979125904423,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,31.5634218694613,2021
1,1,0,0,1,1,2,4,4,4,3,2,23,1.80979125904423,2021
1,0,1,0,1,1,2,4,4,4,3,4,43,1.61001982062413,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.16454379525888,2021
1,0,1,1,1,1,3,5,4,5,1,16,161,33.0806518865003,2021
1,0,1,0,1,1,3,5,4,3,2,14,142,7.38995011429846,2021
1,1,0,0,1,1,1,4,4,4,3,2,23,1.70237109106585,2021
1,0,0,1,1,1,2,5,5,3,2,14,142,7.85625836330239,2021
1,0,1,1,1,1,3,3,3,3,2,14,142,7.85625836330239,2021
1,0,1,1,1,1,3,4,4,4,2,14,142,7.85625836330239,2021
1,1,0,0,1,1,2,3,3,3,3,2,23,1.70237109106585,2021
1,0,1,1,1,1,2,4,4,4,1,14,141,33.4855810870224,2021
1,0,1,0,1,1,2,3,3,3,3,2,23,1.80979125904423,2021
1,0,1,1,1,1,2,5,3,3,1,5,51,35.7997744653139,2021
1,0,1,0,1,1,2,4,3,1,3,4,43,1.61001982062413,2021
1,0,0,1,1,1,2,3,3,3,2,16,162,1.91917594803793,2021
1,0,1,1,1,1,2,5,5,5,3,16,163,1.23591614780276,2021
2, , , ,1,1,2,4,3,4,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,2,3,2,1,5,51,35.7997744653139,2021
1,0,1,0,1,1,1,4,3,4,1,5,51,35.7997744653139,2021
1,0,1,0,1,1,3,3,3,2,1,2,21,65.3809324770437,2021
1,0,1,0,1,1,3,3,3,2,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,3,3,2,2,6,62,6.66025391764815,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,31.5634218694613,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,33.5550840264281,2021
2, , , ,1,1,2,3,3,2,2,6,62,6.66025391764815,2021
1,0,1,0,1,1,3,3,4,1,2,5,52,6.62783950075891,2021
1,0,1,0,1,1,3,4,4,1,1,4,41,31.5634218694613,2021
1,0,0,1,1,1,2,4,4,4,1,14,141,33.4855810870224,2021
1,0,0,1,1,1,2,3,5,3,1,16,161,35.1680517496274,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
1,1,0,0,1,1,2,5,5,3,3,14,143,1.80441740966471,2021
1,1,0,0,1,1,2,3,3,3,3,2,23,1.70237109106585,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
1,0,1,1,1,1,2,4,2,3,1,14,141,31.4980442773235,2021
1,1,0,0,1,1,2,3,3,4,3,2,23,1.80979125904423,2021
1,0,0,1,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
1,0,0,1,1,1,2,1,3,3,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,3,3,2,1,2,21,61.5002469481631,2021
1,0,1,0,1,1,3,3,3,3,1,2,21,65.3809324770437,2021
1,0,1,0,1,1,2,4,3,3,1,4,41,33.5550840264281,2021
1,1,0,0,1,1,2,5,4,3,2,7,72,5.62783885521552,2021
1,1,0,0,1,1,2,3,3,2,2,2,22,8.67972915675632,2021
1,0,1,1,1,1,2,4,4,3,3,14,143,2.42412359882977,2021
1,0,1,1,1,1,2,5,5,5,2,14,142,7.85625836330239,2021
1,0,1,0,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
1,0,1,0,1,1,2,3,2,3,1,2,21,65.3809324770437,2021
1,0,1,0,1,1,3,3,3,2,1,2,21,65.3809324770437,2021
1,1,1,0,1,1,3,3,3,2,1,2,21,65.3809324770437,2021
1,0,0,1,1,1,2,4,4,3,2,6,62,6.66025391764815,2021
2, , , ,1,1,2,4,4,4,2,6,62,6.66025391764815,2021
1,0,1,0,1,1,2,3,3,2,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
1,0,1,0,1,1,2,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,3,3,3,1,5,51,33.6748786976754,2021
1,0,1,0,1,1,2,1,1,1,1,12,121,28.2803644416176,2021
1,0,1,1,1,1,2,2,2,2,1,12,121,28.2803644416176,2021
1,0,1,1,1,1,2,1,1,1,1,12,121,28.2803644416176,2021
2, , , ,1,1,2,1,1,1,1,12,121,28.2803644416176,2021
1,0,1,1,1,1,2,1,3,3,2,12,122,6.05096353151803,2021
1,0,1,1,1,1,2,3,2,1,2,12,122,5.6918085650331,2021
1,0,1,1,1,1,2,1,1,1,1,12,121,26.6017832883342,2021
1,0,1,0,1,1,2,4,4,4,2,6,62,6.66025391764815,2021
1,0,1,0,1,1,1,5,5,5,2,6,62,6.26493451766923,2021
1,0,1,0,1,1,2,4,4,3,3,6,63,1.82732072792552,2021
1,0,1,0,1,1,2,4,4,3,2,6,62,6.66025391764815,2021
1,0,0,1,1,1,2,4,4,4,3,6,63,1.82732072792552,2021
1,0,0,1,1,1,2,4,4,2,3,6,63,1.82732072792552,2021
1,0,1,0,1,1,1,4,4,2,3,6,63,1.71886009824616,2021
1,0,1,1,1,1,2,1,2,1,1,12,121,28.2803644416176,2021
1,0,1,0,1,1,1,5,3,3,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
2, , , ,1,1,3,3,3,3,2,12,122,6.05096353151803,2021
1,0,1,0,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
1,0,1,1,1,1,2,5,4,5,3,16,163,1.23591614780276,2021
1,1,0,1,1,1,2,5,3,3,1,9,91,7.57948283623325,2021
1,0,0,1,1,1,2,4,4,3,3,15,153,1.2733644573619,2021
1,0,1,0,1,1,3,3,2,2,1,2,21,87.8352539064386,2021
1,0,0,1,1,1,2,3,3,3,1,12,121,28.2803644416176,2021
1,0,0,1,1,1,1,4,4,2,2,6,62,6.66025391764815,2021
2, , , ,1,1,2,3,3,3,2,6,62,6.66025391764815,2021
1,0,1,0,1,1,2,4,3,3,1,4,41,33.5550840264281,2021
1,0,1,0,1,1,2,3,3,3,1,4,41,33.5550840264281,2021
1,0,1,0,1,1,2,3,3,1,3,4,43,1.10188054955578,2021
2, , , ,1,1,2,3,3,3,2,12,122,6.05096353151803,2021
1,0,1,0,1,1,3,3,3,1,2,5,52,6.62783950075891,2021
1,0,1,0,1,1,3,4,3,1,3,5,53,2.33818225921667,2021
1,1,0,0,1,1,2,3,3,3,3,2,23,1.80979125904423,2021
1,1,0,0,1,1,2,3,3,3,3,2,23,1.80979125904423,2021
2, , , ,1,1,2,4,3,3,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,4,4,4,2,2,22,8.67972915675632,2021
1,0,0,1,1,1,2,4,4,4,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,4,3,3,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,4,4,2,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,3,3,3,1,2,21,61.5002469481631,2021
1,0,1,0,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
1,1,0,0,1,1,2,4,4,3,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,4,4,4,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,2,2,2,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,3,3,2,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,3,3,2,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,4,3,3,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,3,3,3,2,2,22,8.16454379525888,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
1,1,0,0,1,1,2,4,3,3,2,7,72,5.29379845571563,2021
2, , , ,1,1,2,3,3,3,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,3,2,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,3,3,3,3,1,5,51,35.7997744653139,2021
1,0,1,0,1,1,2,4,3,4,2,5,52,6.62783950075891,2021
1,0,1,0,1,1,2,4,3,3,1,5,51,33.6748786976754,2021
1,0,1,1,1,1,2,3,3,3,1,15,151,9.76615541423272,2021
1,1,0,1,1,1,2,3,3,3,1,8,81,29.651910836299,2021
1,1,0,1,1,1,2,4,4,3,3,11,113,1.70025650085348,2021
1,0,1,1,1,1,2,4,4,3,3,11,113,1.70025650085348,2021
2, , , ,1,1,2,3,3,3,1,5,51,33.6748786976754,2021
2, , , ,1,1,2,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,3,3,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
1,0,1,0,1,1,2,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,4,4,1,2,21,60.3014258028933,2021
2, , , ,1,1,2,3,3,3,1,2,21,80.0276020435702,2021
2, , , ,1,1,2,4,4,4,2,2,22,8.00539276369492,2021
2, , , ,1,1,2,4,3,3,1,5,51,48.0947909554236,2021
2, , , ,1,1,3,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,3,3,3,3,1,5,51,48.0947909554236,2021
2, , , ,1,1,3,4,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,3,3,3,2,7,72,5.62783885521552,2021
2, , , ,1,1,2,4,3,3,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,3,3,3,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
1,1,0,0,1,1,2,4,3,3,3,2,23,1.80979125904423,2021
2, , , ,1,1,2,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,3,3,3,3,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,4,4,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,5,3,3,1,7,71,31.768754543182,2021
2, , , ,1,1,2,4,3,3,1,5,51,35.7997744653139,2021
1,0,0,1,1,1,3,4,3,3,1,16,161,35.1680517496274,2021
1,0,1,1,1,1,2,3,3,3,1,14,141,33.4855810870224,2021
2, , , ,1,1,3,4,3,3,1,7,71,22.143178906908,2021
1,0,1,0,1,1,2,3,3,3,1,3,31,6.41146440104849,2021
1,0,1,0,1,1,2,4,5,3,1,13,131,5.34166139707399,2021
1,1,0,0,1,1,1,5,5,3,3,14,143,2.42412359882977,2021
1,0,1,0,1,1,2,5,4,3,2,14,142,7.85625836330239,2021
1,0,1,0,1,1,2,4,4,3,1,13,131,5.34166139707399,2021
1,0,1,0,1,1,2,4,3,3,2,4,42,6.65059731886868,2021
1,0,0,1,1,1,2,5,4,5,2,16,162,1.79710032528899,2021
1,0,1,0,1,1,2,3,3,3,2,4,42,6.25585108635195,2021
1,1,0,0,1,1,2,5,4,4,2,16,162,1.79710032528899,2021
1,0,1,0,1,1,2,4,4,3,2,4,42,6.65059731886868,2021
2, , , ,1,1,2,5,4,4,2,16,162,1.79710032528899,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,4,4,4,2,16,162,1.79710032528899,2021
1,0,1,1,1,1,2,4,3,3,2,12,122,5.6918085650331,2021
1,0,1,1,1,1,2,3,3,2,2,12,122,6.05096353151803,2021
2, , , ,1,1,2,3,3,3,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,3,3,3,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,3,3,2,1,15,151,9.14494634516624,2021
1,0,1,0,1,1,2,5,5,2,2,15,152,2.43220027180584,2021
1,0,1,0,1,1,2,1,1,1,2,12,122,6.05096353151803,2021
1,0,1,1,1,1,2,1,1,2,2,12,122,5.6918085650331,2021
2, , , ,1,1,2,4,3,3,2,7,72,5.26986129006131,2021
1,0,1,0,1,1,2,4,4,3,1,6,61,28.6850950280012,2021
1,0,1,0,1,1,2,4,4,4,2,15,152,2.43220027180584,2021
1,0,1,0,1,1,2,4,3,2,1,3,31,6.81602988419286,2021
2, , , ,1,1,2,3,3,3,1,3,31,6.41146440104849,2021
2, , , ,1,1,2,4,4,3,1,15,151,9.14494634516624,2021
1,0,1,0,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
2, , , ,1,1,2,5,5,4,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,3,2,2,2,4,42,6.65059731886868,2021
2, , , ,1,1,2,4,4,3,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,5,4,4,1,4,41,33.5550840264281,2021
2, , , ,1,1,2,3,3,2,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,3,2,3,1,15,151,12.2856718886729,2021
2, , , ,1,1,2,3,3,3,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,3,3,3,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,4,3,2,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,4,3,3,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,3,2,3,1,15,151,9.14494634516624,2021
2, , , ,1,1,2,4,3,2,2,15,152,2.43220027180584,2021
2, , , ,1,1,2,3,2,1,2,15,152,2.43220027180584,2021
1,1,0,0,1,1,1,3,3,3,3,2,23,1.80979125904423,2021
1,0,0,1,1,1,2,3,3,3,3,11,113,1.70025650085348,2021
2, , , ,1,1,3,5,3,2,2,15,152,2.43220027180584,2021
1,0,1,0,1,1,2,4,4,4,1,2,21,65.3809324770437,2021
1,1,0,0,1,1,2,3,3,3,1,8,81,31.5229560271105,2021
1,0,1,0,1,1,3,5,4,3,2,14,142,7.85625836330239,2021
1,0,1,0,1,1,3,5,4,3,3,14,143,2.42412359882977,2021
1,0,1,0,1,1,2,4,4,4,2,4,42,6.65059731886868,2021
2, , , ,1,1,3,4,3,3,1,7,71,29.7479963637237,2021
2, , , ,1,1,2,4,3,3,1,7,71,29.7479963637237,2021
2, , , ,1,1,2,4,3,3,1,7,71,29.7479963637237,2021
2, , , ,1,1,2,5,4,4,1,7,71,29.7479963637237,2021
2, , , ,1,1,2,4,3,2,1,7,71,29.7479963637237,2021
2, , , ,1,1,2,4,3,3,1,7,71,29.7479963637237,2021
2, , , ,1,1,2,4,4,3,1,7,71,29.7479963637237,2021
2, , , ,1,1,3,5,3,3,1,7,71,29.7479963637237,2021
2, , , ,1,1,2,5,4,5,1,7,71,22.143178906908,2021
1,1,0,0,1,1,2,4,3,3,3,5,53,2.18945433477273,2021
1,1,0,0,1,1,2,4,4,4,3,5,53,2.18945433477273,2021
1,0,1,0,1,1,2,4,4,2,2,5,52,6.20625354072102,2021
2, , , ,1,1,3,5,4,4,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,4,4,2,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,4,4,4,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,5,5,4,3,7,73,1.18566863884632,2021
2, , , ,1,1,2,5,5,4,1,8,81,29.5178326866313,2021
2, , , ,1,1,2,5,4,4,1,8,81,29.5178326866313,2021
1,0,0,1,1,1,3,1,1,1,1,12,121,28.2803644416176,2021
1,1,0,0,1,1,2,5,4,4,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,4,4,3,2,15,152,2.43220027180584,2021
2, , , ,1,1,2,3,3,2,2,15,152,2.43220027180584,2021
1,0,0,1,1,1,2,4,3,3,2,5,52,6.20625354072102,2021
1,0,1,1,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
2, , , ,1,1,2,4,4,2,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,4,3,2,1,8,81,29.5178326866313,2021
2, , , ,1,1,2,4,4,3,1,8,81,29.5178326866313,2021
1,1,0,0,1,1,1,5,4,5,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,1,5,3,5,2,8,82,6.10210561288351,2021
1,0,0,1,1,1,2,4,3,2,1,15,151,9.76615541423272,2021
1,0,1,0,1,1,2,5,4,4,1,8,81,29.5178326866313,2021
1,0,1,1,1,1,2,5,3,3,1,9,91,7.12960259983104,2021
2, , , ,1,1,2,3,2,2,1,15,151,9.76615541423272,2021
1,0,1,0,1,1,2,4,4,3,1,8,81,29.5178326866313,2021
1,1,0,1,1,1,1,5,5,5,3,9,93,1.96941023780445,2021
2, , , ,1,1,2,4,4,3,1,8,81,29.5178326866313,2021
2, , , ,1,1,1,5,3,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,2,4,3,3,2,9,92,5.89619263520489,2021
1,1,0,0,1,1,1,5,4,4,2,8,82,6.10210561288351,2021
1,0,1,1,1,1,2,2,3,2,1,1,11,7.56445790218945,2021
1,1,0,0,1,1,1,5,4,4,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,5,4,4,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,31.5634218694613,2021
1,1,1,1,1,1,2,4,4,3,2,8,82,6.10210561288351,2021
2, , , ,1,1,2,4,4,2,2,8,82,6.10210561288351,2021
1,1,0,1,1,1,2,4,4,4,3,4,43,1.61001982062413,2021
2, , , ,1,1,2,4,4,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,3,4,4,1,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,4,4,4,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,3,5,5,1,2,5,52,6.62783950075891,2021
1,0,1,0,1,1,3,4,3,2,1,5,51,35.7997744653139,2021
2, , , ,1,1,2,4,3,3,1,8,81,29.5178326866313,2021
2, , , ,1,1,2,5,3,3,2,4,42,6.65059731886868,2021
2, , , ,1,1,2,4,3,3,1,8,81,29.5178326866313,2021
2, , , ,1,1,2,5,4,4,2,4,42,6.65059731886868,2021
1,0,1,0,1,1,2,4,3,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
1,1,0,0,1,1,2,4,4,3,1,8,81,29.5178326866313,2021
2, , , ,1,1,2,4,3,3,1,8,81,29.5178326866313,2021
1,1,0,0,1,1,2,5,3,3,1,8,81,29.5178326866313,2021
1,0,0,1,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,5,4,4,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,33.5550840264281,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,33.5550840264281,2021
1,0,1,1,1,1,2,4,3,3,2,4,42,6.65059731886868,2021
2, , , ,1,1,2,5,5,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,2,4,3,3,1,4,41,33.5550840264281,2021
2, , , ,1,1,2,4,3,2,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,2,4,4,4,1,4,41,33.5550840264281,2021
1,0,1,0,1,1,2,4,4,4,1,10,101,13.7777824836091,2021
2, , , ,1,1,2,4,4,4,1,8,81,39.6553892789517,2021
1,0,0,1,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
1,1,0,0,1,1,1,5,5,5,2,8,82,6.10210561288351,2021
1,0,1,1,1,1,2,5,4,4,2,15,152,2.59741773832826,2021
1,1,0,1,1,1,2,4,4,4,3,11,113,1.59727924780876,2021
1,1,0,0,1,1,2,5,5,5,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,4,4,4,3,4,43,1.61001982062413,2021
1,1,0,0,1,1,2,5,5,5,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.16454379525888,2021
1,0,1,0,1,1,3,3,2,2,1,2,21,65.3809324770437,2021
1,1,0,0,1,1,2,5,4,3,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,3,3,3,3,1,2,21,65.3809324770437,2021
1,0,1,0,1,1,2,4,4,3,2,2,22,8.16454379525888,2021
1,1,0,0,1,1,2,5,4,4,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,3,3,2,2,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,4,3,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,3,3,3,2,1,11,111,31.20805319982,2021
1,0,1,0,1,1,3,3,3,2,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,5,4,4,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,3,3,3,2,1,11,111,31.20805319982,2021
1,0,1,0,1,1,3,3,3,2,1,2,21,65.3809324770437,2021
1,1,0,0,1,1,2,3,3,3,2,11,112,6.14534723944127,2021
2, , , ,1,1,2,5,5,5,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,4,3,3,2,2,22,8.67972915675632,2021
1,1,0,0,1,1,2,4,4,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,3,4,2,1,2,5,52,6.62783950075891,2021
1,0,1,0,1,1,2,4,4,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,3,4,3,1,2,4,42,6.65059731886868,2021
1,1,0,0,1,1,3,4,3,2,2,5,52,6.62783950075891,2021
2, , , ,1,1,2,4,4,4,1,8,81,29.5178326866313,2021
1,1,0,0,1,1,3,4,3,1,2,5,52,6.62783950075891,2021
1,0,1,0,1,1,3,5,5,1,1,5,51,35.7997744653139,2021
1,0,1,0,1,1,2,5,3,3,1,8,81,29.5178326866313,2021
1,0,1,0,1,1,3,5,3,1,1,5,51,33.6748786976754,2021
1,0,1,0,1,1,2,3,3,3,1,5,51,48.0947909554236,2021
1,0,1,0,1,1,2,4,3,3,1,8,81,29.5178326866313,2021
2, , , ,1,1,2,5,2,2,2,4,42,6.65059731886868,2021
1,0,1,0,1,1,2,4,3,3,2,12,122,5.6918085650331,2021
2, , , ,1,1,1,5,5,5,1,8,81,29.5178326866313,2021
1,0,1,1,1,1,3,5,5,5,2,14,142,7.38995011429846,2021
1,0,0,1,1,1,2,3,3,3,1,14,141,31.4980442773235,2021
1,0,0,1,1,1,2,4,4,3,2,6,62,6.26493451766923,2021
1,1,0,0,1,1,2,5,5,5,2,1,12,1.83732547991897,2021
1,1,0,0,1,1,1,4,4,5,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,4,3,3,2,12,122,5.6918085650331,2021
1,0,1,0,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
1,0,1,0,1,1,2,5,4,4,2,8,82,6.10210561288351,2021
1,0,1,1,1,1,2,5,4,4,1,3,31,6.81602988419286,2021
1,0,0,1,1,1,2,4,3,3,1,3,31,6.81602988419286,2021
1,1,0,0,1,1,2,5,4,4,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,3,3,3,1,3,31,6.81602988419286,2021
2, , , ,1,1,2,3,4,3,1,3,31,6.41146440104849,2021
1,1,0,0,1,1,1,5,4,4,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,5,4,3,2,3,32,3.43507832231701,2021
2, , , ,1,1,2,4,3,3,2,3,32,3.43507832231701,2021
1,1,0,0,1,1,2,5,5,4,2,8,82,6.10210561288351,2021
1,0,1,0,1,1,2,5,4,4,2,3,32,3.43507832231701,2021
1,0,1,0,1,1,2,4,4,3,1,3,31,6.41146440104849,2021
2, , , ,1,1,1,5,4,4,2,8,82,6.10210561288351,2021
2, , , ,1,1,2,4,2,3,2,3,32,3.43507832231701,2021
1,1,0,0,1,1,2,5,4,4,2,8,82,6.10210561288351,2021
1,0,0,1,1,1,3,5,5,5,1,13,131,5.70451628746913,2021
1,0,1,1,1,1,1,5,5,4,3,14,143,2.28023973217645,2021
2, , , ,1,1,2,5,4,4,2,8,82,6.10210561288351,2021
1,0,0,1,1,1,2,5,5,5,2,14,142,7.85625836330239,2021
1,1,0,0,1,1,1,5,4,4,3,14,143,2.42412359882977,2021
1,1,0,0,1,1,2,5,5,5,2,8,82,6.10210561288351,2021
