Q34,Q34_1_1,Q34_1_2,Q34_1_3,Q32,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q33,Q28,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_10_ETC,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_10_ETC,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_6_ETC,Q35_1,Q35_3,Q35_5,Q35_2,Q35_4,Q35_6,D_SIZE,D_IND,D_INDSIZE,RIM_WT,year
2, , , ,1,0,1,0,1,1,0,0,0,10,1,0,1,1,0,0,1,0,0,0,0, ,0,0,1,0,1,1,0,0,0,0, ,0,0,1,0,0,0, ,3,3,2,4,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0, ,0,0,0,1,0,0, ,3,3,3,4,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,0,0,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,3,3,2,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,3,1,0,1,1,0,1,1,0,0,0,0, ,1,1,0,0,0,0,1,0,0,0, ,0,0,0,1,0,0, ,4,4,3,3,3,5,2,2,22,9.99610018390359,2024
1,0,1,0,1,1,1,0,1,1,0,1,0,3,1,1,1,0,0,1,1,0,0,0,0, ,0,0,0,0,1,0,1,0,0,0, ,0,0,0,0,1,0, ,3,2,3,3,3,3,2,2,22,9.99610018390359,2024
1,1,0,0,1,0,1,0,1,1,0,1,0,20,1,1,1,1,0,1,1,0,0,0,0, ,1,1,0,0,1,1,1,0,0,0, ,0,1,0,0,1,0, ,4,3,4,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,20,1,0,1,1,0,0,1,0,0,0,0, ,1,0,1,0,1,0,0,0,0,0, ,0,0,1,0,0,0, ,3,3,3,4,4,2,2,2,22,9.99610018390359,2024
1,1,0,0,1,0,1,0,1,1,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0, ,0,0,1,0,1,1,0,0,0,0, ,1,0,0,0,0,0, ,3,3,3,4,4,4,2,2,22,9.99610018390359,2024
1,0,0,1,1,0,1,0,1,1,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0, ,1,0,0,0,0,1,1,0,0,0, ,0,0,0,1,0,0, ,2,3,4,3,3,3,2,2,22,9.99610018390359,2024
1,1,0,0,1,0,1,0,1,1,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0, ,1,0,0,0,0,1,1,0,0,0, ,0,0,0,1,0,0, ,4,3,2,4,3,4,2,2,22,9.99610018390359,2024
1,1,1,0,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0, ,0,1,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0, ,2,4,2,3,3,4,2,2,22,9.99610018390359,2024
1,1,0,0,1,0,1,0,1,1,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,1,0, ,4,2,4,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0, ,3,2,3,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0, ,0,0,1,0,0,1,0,0,0,0, ,0,0,0,1,0,0, ,3,3,3,3,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,1,0,0, ,0,0,0,0,1,0, ,3,2,3,3,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,1,1,1,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,3,4,4,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,1,1,0,1,1,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0, ,1,0,1,0,0,0,1,0,0,0, ,1,0,0,0,0,0, ,4,3,3,3,4,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0, ,2,3,2,3,4,3,2,2,22,9.99610018390359,2024
1,1,1,0,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0, ,3,2,3,3,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,1,1,1,0,0,0,3,1,1,1,1,0,0,1,0,0,0,0, ,1,1,0,0,1,1,0,0,0,0, ,0,0,0,0,1,0, ,3,2,4,3,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,3,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,1,0,0,0,0, ,4,2,3,3,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0, ,3,3,4,3,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,1,1,1,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,1,1,0, ,0,0,0,1,0,0, ,5,2,3,3,2,4,2,2,22,9.99610018390359,2024
1,0,1,1,1,1,1,0,1,1,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0, ,0,0,1,0,1,1,1,0,0,0, ,0,0,0,0,1,0, ,3,3,3,4,3,5,2,2,22,9.99610018390359,2024
1,0,1,1,1,1,1,0,1,1,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0, ,1,0,1,0,0,0,0,1,1,0, ,1,0,0,0,0,0, ,4,3,3,4,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,2,1,1,0,1,1,1,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0, ,3,2,3,3,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0, ,3,3,3,2,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0, ,2,3,3,3,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0, ,1,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0, ,3,3,4,2,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,4,2,3,2,2,22,9.99610018390359,2024
1,1,1,1,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0, ,3,4,3,3,4,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,1,1,1,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0, ,1,0,0,0,1,0,0,1,0,0, ,1,0,0,0,0,0, ,3,3,3,2,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0, ,3,2,2,3,3,3,2,2,22,9.99610018390359,2024
1,0,0,1,1,0,1,0,1,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,1,0, ,4,3,2,3,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0, ,3,3,3,3,4,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,1,0, ,1,0,0,0,0,0, ,2,2,2,3,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0, ,0,0,1,0,0,1,0,1,0,0, ,0,1,0,0,0,0, ,4,2,3,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,1,1,1,0,1,0,2,1,0,0,1,0,1,1,0,0,0,0, ,1,1,0,0,1,0,0,1,0,0, ,1,0,0,0,0,0, ,2,4,3,3,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0,0, ,1,0,0,0,1,0, ,3,3,4,3,4,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,1,1,3,1,0,1,1,1,1,1,0,0,0,0, ,1,1,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,4,3,3,3,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0, ,3,3,4,3,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,5,1,0,1,1,0,1,1,0,0,0,0, ,1,0,1,0,0,1,0,0,0,0, ,0,0,0,0,1,0, ,3,3,2,3,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0, ,0,0,0,0,0,1,1,1,0,0, ,0,0,0,1,0,0, ,4,4,2,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0, ,0,0,1,0,0,0, ,3,3,2,2,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0, ,0,0,0,0,0,1,1,0,0,0, ,1,0,0,0,0,0, ,3,3,3,3,4,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,0,0,1,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,4,2,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0, ,3,3,3,2,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0, ,1,0,1,0,0,0,0,1,0,0, ,1,0,0,0,0,0, ,3,3,4,3,4,4,2,2,22,9.99610018390359,2024
1,1,1,0,1,0,1,0,1,1,0,0,0,3,1,0,0,1,0,1,1,0,0,0,0, ,0,0,0,0,0,0,0,1,1,0, ,1,0,0,0,0,0, ,4,2,3,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0, ,0,0,0,0,1,1,0,0,0,0, ,0,0,0,0,1,0, ,3,2,3,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,0,0,1,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,3,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,1,1,0,1,1,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,1,0, ,2,2,2,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,0,0,1,1,0,0,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,3,3,2,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0, ,0,0,1,0,0,0,1,0,0,0, ,1,0,0,0,0,0, ,3,3,2,2,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,1,0, ,1,0,0,0,0,0, ,3,3,3,3,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0,0, ,1,0,0,0,0,0, ,3,3,2,3,3,3,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,1,0, ,3,2,2,3,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,0,0,1,1,0,0,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,5,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,4,4,4,3,4,4,2,2,22,9.99610018390359,2024
1,0,0,1,1,1,1,0,1,1,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0, ,0,0,0,1,0,0, ,3,3,4,4,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,2,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,1,1,0,0,0,0, ,1,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0, ,3,2,4,3,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0, ,3,3,3,2,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,0, ,0,0,0,0,1,0, ,3,3,2,2,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,1,0,2,1,1,0,1,1,1,1,0,0,0,0, ,1,0,0,0,0,0,1,0,0,0, ,1,0,0,0,0,0, ,2,4,3,3,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,1,3,1,0,1,1,1,1,1,0,0,0,0, ,1,0,0,0,0,0,0,1,1,0, ,1,0,0,0,0,0, ,4,2,2,3,2,3,2,2,22,9.99610018390359,2024
1,1,0,0,1,1,1,1,1,1,0,1,0,10,1,0,1,1,0,0,1,0,0,0,0, ,0,0,0,1,1,1,0,0,0,0, ,0,0,1,0,0,0, ,3,3,4,4,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0, ,3,2,2,3,4,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0, ,4,2,3,3,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0, ,3,2,3,2,3,3,2,2,22,9.99610018390359,2024
1,0,1,1,1,0,1,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0, ,3,2,3,3,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,3,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,1,1,0,1,1,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0, ,4,3,2,3,2,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,3,3,2,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,2,2,22,9.99610018390359,2024
2, , , ,1,0,1,0,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,3,3,4,2,2,22,9.99610018390359,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,3,3,4,2,2,22,9.99610018390359,2024
2, , , ,1,0,0,0,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2,3,2,4,2,2,22,9.99610018390359,2024
2, , , ,1,1,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,3,4,2,2,22,9.61135064032351,2024
2, , , ,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0, ,0,0,0,0,1,0,0,1,0,0, ,0,0,0,1,0,0, ,3,3,3,3,3,3,2,2,22,9.61135064032351,2024
1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0, ,0,1,1,0,0,0,0,0,0,0, ,0,0,0,1,0,0, ,5,5,5,4,4,5,2,2,22,9.61135064032351,2024
2, , , ,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0, ,0,1,1,0,0,1,0,1,0,0, ,0,0,0,1,1,0, ,3,3,3,3,3,3,2,2,22,9.61135064032351,2024
2, , , ,1,0,0,0,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,3,4,4,2,2,22,9.61135064032351,2024
1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0, ,5,4,4,4,5,5,2,2,22,9.61135064032351,2024
2, , , ,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0, ,0,0,1,1,1,0,0,0,0,0, ,0,0,0,1,0,0, ,4,3,3,4,3,4,2,2,22,9.61135064032351,2024
2, , , ,1,0,0,0,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,4,4,2,2,22,9.61135064032351,2024
1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0, ,1,1,0,0,1,0,0,0,0,0, ,0,0,1,1,1,0, ,4,3,4,3,4,4,2,2,22,10.0831511648354,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,3,4,4,2,2,22,10.0831511648354,2024
1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0, ,0,1,0,0,1,1,0,0,0,0, ,1,0,0,1,0,0, ,5,3,3,4,4,4,2,2,22,10.0831511648354,2024
1,0,0,1,1,1,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,4,4,2,2,22,10.0831511648354,2024
2, , , ,1,0,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,3,3,2,2,22,10.0831511648354,2024
2, , , ,1,0,0,1,1,0,0,0,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,3,3,2,2,22,10.0831511648354,2024
1,0,1,0,1,0,0,1,1,1,0,0,0,9,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,4,2,2,22,10.0831511648354,2024
1,0,1,0,1,0,0,1,1,0,0,0,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,5,4,4,2,2,22,10.0831511648354,2024
2, , , ,1,0,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,3,2,2,22,10.0831511648354,2024
1,0,1,0,1,0,1,1,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,2,2,22,10.0831511648354,2024
1,1,0,0,1,1,1,1,1,1,0,1,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,5,4,4,5,2,2,22,10.0831511648354,2024
2, , , ,1,1,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,3,4,4,2,2,22,10.0831511648354,2024
2, , , ,1,1,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,3,4,4,2,2,22,10.0831511648354,2024
2, , , ,1,1,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,5,4,5,2,2,22,10.0831511648354,2024
1,0,1,0,1,1,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,4,4,4,2,2,22,10.0831511648354,2024
2, , , ,1,0,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,3,4,2,2,22,10.0831511648354,2024
1,0,1,0,1,0,1,1,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,4,4,5,2,2,22,10.0831511648354,2024
1,1,0,0,1,1,1,1,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,2,2,22,10.0831511648354,2024
2, , , ,1,0,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,3,3,2,2,22,10.0831511648354,2024
1,0,1,0,1,0,1,1,1,0,0,0,0,6,1,0,1,0,0,0,1,0,0,0,0, ,0,0,0,1,1,0,0,0,0,0, ,0,0,0,0,1,0, ,4,4,4,4,4,4,2,2,22,10.0831511648354,2024
2, , , ,1,0,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,3,3,2,2,22,10.0831511648354,2024
1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0, ,0,0,0,1,0,0, ,5,4,4,4,4,5,2,2,22,10.0946255579987,2024
1,0,1,0,1,1,1,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0, ,0,0,1,0,1,0,1,0,0,0, ,0,1,0,1,0,0, ,4,3,3,3,4,4,2,2,22,10.0946255579987,2024
1,1,0,0,1,1,1,0,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,3,4,4,2,2,22,10.0946255579987,2024
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0, ,0,1,1,1,0,0,0,0,0,0, ,0,0,0,1,0,0, ,4,4,4,3,3,4,2,2,22,10.0946255579987,2024
1,0,0,1,1,0,1,1,1,0,0,0,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,3,4,4,2,2,22,10.0946255579987,2024
1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,4,4,3,3,4,4,2,2,22,10.0946255579987,2024
1,1,0,0,1,0,1,0,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,4,4,2,2,22,10.0946255579987,2024
1,1,0,0,1,0,1,0,1,1,0,0,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,3,4,4,2,2,22,10.0946255579987,2024
1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0, ,0,0,0,1,0,0, ,4,3,3,3,4,4,2,2,22,10.0946255579987,2024
1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0, ,4,3,4,4,4,4,2,2,22,10.0946255579987,2024
1,0,0,1,1,0,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,3,4,2,2,22,10.0946255579987,2024
1,0,0,1,1,0,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,5,4,4,2,2,22,10.0946255579987,2024
2, , , ,1,0,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,2,2,22,10.0946255579987,2024
1,0,0,1,1,0,0,1,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,2,4,2,3,2,2,22,10.0946255579987,2024
1,1,1,1,1,0,0,1,1,1,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,3,4,2,2,22,10.0946255579987,2024
2, , , ,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0, ,4,3,3,4,3,3,2,2,22,10.0946255579987,2024
1,0,1,0,1,0,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,3,2,2,22,10.0946255579987,2024
2, , , ,1,0,0,1,1,0,0,0,0,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,3,3,2,2,22,10.0946255579987,2024
2, , , ,1,0,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,4,3,3,2,2,22,10.0946255579987,2024
1,0,1,0,1,0,1,1,1,1,0,0,0,8,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,3,2,2,22,10.0946255579987,2024
2, , , ,1,1,0,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,4,4,4,5,2,2,22,10.0946255579987,2024
2, , , ,1,1,1,1,1,0,0,0,0,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,5,5,2,2,22,10.0946255579987,2024
